,Mean,2.5q,97.5q
z_subj(none).12,0.5092880861402135,0.48952431839681415,0.5320594092118168
z_subj(none).13,0.5060984645058216,0.48515425399055095,0.5278490716078852
z_subj(none).14,0.5041748580976885,0.4791241266195802,0.525949487078388
z_subj(none).15,0.5073609598323556,0.48695200619017665,0.5296980614835399
z_subj(none).16,0.5064283628387135,0.48492098374141146,0.5285190192529987
z_subj(none).17,0.5064360425971103,0.4853744481159308,0.5282666441008744
z_subj(none).18,0.5070203662784643,0.48689904069884393,0.5291675529077209
z_subj(none).19,0.5090988508976421,0.48781909918093724,0.5328961572557007
z_subj(none).20,0.507320199639498,0.48586273467310886,0.5304203826677465
z_subj(none).21,0.5085649768107122,0.48823029091234615,0.5314897989660406
z_subj(none).22,0.5052692781850446,0.48422542826774856,0.5261546000115326
z_subj(none).23,0.5064309248021722,0.48437811757827476,0.5276534442380354
z_subj(none).24,0.5078537904935405,0.48802090708766527,0.5313605191548068
z_subj(none).25,0.508939590283254,0.4898014490542481,0.5323387342670692
z_subj(none).26,0.5070197091454095,0.48434665184700976,0.5296819977211124
z_subj(none).27,0.507394557177564,0.4854240439069843,0.5306100417448143
z_subj(none).28,0.503929926392222,0.47925780807608664,0.5247753461883756
z_subj(none).29,0.5061488926500818,0.4842383638176874,0.527949242786502
z_subj(none).30,0.5048270234220973,0.4802196970334858,0.5266280431667549
z_subj(none).31,0.5070282928464641,0.48541915591094575,0.5305313138128176
z_subj(none).32,0.5077531340088912,0.4874756982744778,0.5303448540340068
z_subj(none).33,0.5081597963884218,0.4888367290152187,0.5309149918590996
z_subj(none).34,0.5057421777361101,0.4825841122599888,0.5282166161167013
